title,url,publishedDate,dateObject,src,lang,og_title
Gujarat home minister during ’02 riots named UP BJP in charge,https://timesofindia.indiatimes.com/india/gujarat-home-minister-during-02-riots-named-up-bjp-in-charge/articleshow/67264244.cms,27 Dec 2018,2018-12-27 00:00:00,timesofindia,en,
Gujarat home minister during 2002 riots is BJP’s UP in charge,https://timesofindia.indiatimes.com/city/lucknow/guj-home-min-during-02-riots-is-bjps-up-in-charge/articleshow/67264076.cms,27 Dec 2018,2018-12-27 00:00:00,timesofindia,en,
"
No mention of Rajiv Gandhi in Delhi assembly's anti-Sikh riots resolution, show proceedings
",https://timesofindia.indiatimes.com/india/no-mention-of-rajiv-gandhi-in-delhi-assemblys-anti-sikh-riots-resolution-show-proceedings/articleshow/67234308.cms,24 Dec 2018,2018-12-24 00:00:00,timesofindia,en,
2013 Muzaffarnagar riots accused found dead,https://timesofindia.indiatimes.com/city/meerut/muzaffarnagar-riots-accused-found-dead/articleshow/67225973.cms,24 Dec 2018,2018-12-24 00:00:00,timesofindia,en,
"
Eleven held for rioting in Salatwada
",https://timesofindia.indiatimes.com/city/vadodara/eleven-held-for-rioting-in-salatwada/articleshow/67222282.cms,23 Dec 2018,2018-12-23 00:00:00,timesofindia,en,
Sajjan Kumar moves SC against his conviction in 1984 riot case,https://timesofindia.indiatimes.com/india/sajjan-kumar-moves-sc-against-his-conviction-in-1984-riot-case/articleshow/67212607.cms,23 Dec 2018,2018-12-23 00:00:00,timesofindia,en,
Delhi assembly proceedings rubbed salt on wounds of 1984 riot victims: Amit Shah,https://timesofindia.indiatimes.com/india/delhi-assembly-proceedings-rubbed-salt-on-wounds-of-1984-riot-victims-amit-shah/articleshow/67217267.cms,23 Dec 2018,2018-12-23 00:00:00,timesofindia,en,
Sajjan Kumar moves SC against his conviction in 1984 riot case,https://timesofindia.indiatimes.com/city/delhi/sajjan-kumar-moves-sc-against-his-conviction-in-1984-riot-case/articleshow/67212191.cms,22 Dec 2018,2018-12-22 00:00:00,timesofindia,en,
1984 anti-Sikh riots: Sajjan Kumar moves Supreme Court to challenge his conviction,https://timesofindia.indiatimes.com/india/1984-anti-sikh-riots-sajjan-kumar-moves-supreme-court-to-challenge-his-conviction/articleshow/67206053.cms,22 Dec 2018,2018-12-22 00:00:00,timesofindia,en,
1984 riots: House calls for fast-track courts,https://timesofindia.indiatimes.com/city/delhi/84-riots-house-calls-for-fast-track-courts/articleshow/67201031.cms,21 Dec 2018,2018-12-21 00:00:00,timesofindia,en,
"
Anti-Sikh riots: Row over reference to Rajiv Gandhi as Delhi Assembly adopts resolution
",https://timesofindia.indiatimes.com/india/anti-sikh-riots-row-over-reference-to-rajiv-gandhi-as-delhi-assembly-adopts-resolution/articleshow/67197223.cms,21 Dec 2018,2018-12-21 00:00:00,timesofindia,en,
"
Delhi HC dismisses Sajjan Kumar's plea for extension of time to surrender
",https://timesofindia.indiatimes.com/india/delhi-hc-dismisses-sajjan-kumars-plea-for-extension-of-time-to-surrender/articleshow/67188756.cms,21 Dec 2018,2018-12-21 00:00:00,timesofindia,en,
1984 anti-Sikh riots: HC dismisses Sajjan Kumar plea for time till Jan 30 to surrender,https://timesofindia.indiatimes.com/city/delhi/1984-anti-sikh-riots-hc-dismisses-sajjan-kumar-plea-for-time-till-jan-30-to-surrender/articleshow/67189797.cms,21 Dec 2018,2018-12-21 00:00:00,timesofindia,en,
11 held for rioting after fight in Mundhwa,https://timesofindia.indiatimes.com/city/pune/11-held-for-rioting-after-fight-in-mundhwa/articleshow/67185057.cms,21 Dec 2018,2018-12-21 00:00:00,timesofindia,en,
"
‘Anti-Sikh riots state-driven violence’
",https://timesofindia.indiatimes.com/city/delhi/anti-sikh-riots-state-driven-violence/articleshow/67185040.cms,20 Dec 2018,2018-12-20 00:00:00,timesofindia,en,
’84 riots: House callsfor fast-track courts,https://timesofindia.indiatimes.com/city/delhi/84-riots-house-callsfor-fast-track-courts/articleshow/67201170.cms,20 Dec 2018,2018-12-20 00:00:00,timesofindia,en,
1984 anti-Sikh riots: Ex-Cong leader Sajjan Kumar moves HC seeking time till Jan 31 to surrender,https://timesofindia.indiatimes.com/india/1984-anti-sikh-riots-ex-cong-leader-sajjan-kumar-moves-hc-seeking-time-till-jan-31-to-surrender/articleshow/67174723.cms,20 Dec 2018,2018-12-20 00:00:00,timesofindia,en,
Convict given death in 1984 riots challenges ruling,https://timesofindia.indiatimes.com/city/delhi/convict-given-death-in-84-riots-challenges-ruling/articleshow/67051060.cms,18 Dec 2018,2018-12-18 00:00:00,timesofindia,en,
"
Hope those involved in Gujarat, Muzzafarnagar riots will also be punished: Kejriwal
",https://timesofindia.indiatimes.com/india/hope-those-involved-in-gujarat-muzzafarnagar-riots-will-also-be-punished-kejriwal/articleshow/67143363.cms,18 Dec 2018,2018-12-18 00:00:00,timesofindia,en,
Nobody thought Congress leaders will get convicted: PM Modi on 1984 anti-Sikh riots,https://timesofindia.indiatimes.com/india/nobody-thought-congress-leaders-will-get-convicted-pm-modi-on-1984-anti-sikh-riots/articleshow/67141789.cms,18 Dec 2018,2018-12-18 00:00:00,timesofindia,en,
Gandhi family had no role in 1984 anti-Sikh riots: Amarinder,https://timesofindia.indiatimes.com/india/gandhi-family-had-no-role-in-1984-anti-sikh-riots-amarinder/articleshow/67136987.cms,18 Dec 2018,2018-12-18 00:00:00,timesofindia,en,
"
HC convicts Sajjan Kumar for Sikh riots, sends him to jail for life
",https://timesofindia.indiatimes.com/city/delhi/hc-convicts-sajjan-kumar-for-sikh-riots-sends-him-to-jail-for-life/articleshow/67137350.cms,18 Dec 2018,2018-12-18 00:00:00,timesofindia,en,
"
SIT court chides riots witness, NGO
",https://timesofindia.indiatimes.com/city/ahmedabad/sit-court-chides-riots-witness-ngo/articleshow/67135298.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
"
Victims of anti-Sikh riots welcome HC verdict on Sajjan Kumar
",https://timesofindia.indiatimes.com/city/bareilly/victims-of-anti-sikh-riots-welcome-hc-verdict-on-sajjan-kumar/articleshow/67135079.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
"Congress rakes up 2002 Gujarat riots to hit back at BJP after Sajjan Kumar's conviction, defends Kamal Nath",https://timesofindia.indiatimes.com/india/congress-rakes-up-2002-gujarat-riots-to-hit-back-at-bjp-after-sajjan-kumars-conviction-defends-kamal-nath/articleshow/67134397.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
Sajjan Kumar convicted in 1984 anti-Sikh riots case: What the Delhi HC said in its verdict,https://timesofindia.indiatimes.com/india/sajjan-kumar-convicted-in-1984-anti-sikh-riots-case-here-is-what-delhi-hc-said/articleshow/67132320.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
"Politics behind raking up 1984 anti-Sikh riots, says Kamal Nath",https://timesofindia.indiatimes.com/india/politics-behind-raking-up-1984-anti-sikh-riots-says-kamal-nath/articleshow/67130554.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
"1984 anti-Sikh riots case: Delhi HC convicts Sajjan Kumar, sentenced to life imprisonment",https://timesofindia.indiatimes.com/india/1984-anti-sikh-riots-case-delhi-hc-convicts-sajjan-kumar-sentenced-to-life-imprisonment/articleshow/67123074.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
BJP demands Kamal Nath's sacking after 1984 anti-Sikh riots verdict,https://timesofindia.indiatimes.com/india/bjp-demands-kamal-naths-sacking-after-1984-anti-sikh-riots-verdict/articleshow/67131032.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
Sajjan Kumar convicted in 1984 anti-Sikh riots case: Who said what,https://timesofindia.indiatimes.com/india/sajjan-kumar-convicted-in-1984-anti-sikh-riots-case-who-said-what/articleshow/67129180.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
"
Kamal Nath CM of MP but BJP targets him on being 'tarnished' in Sikh riots
",https://timesofindia.indiatimes.com/india/kamal-nath-cm-of-mp-but-bjp-targets-him-on-being-tarnished-in-sikh-riots/articleshow/67128442.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
"
Justice delayed but not denied in anti-Sikh riots case: Omar Abdullah
",https://timesofindia.indiatimes.com/india/justice-delayed-but-not-denied-in-anti-sikh-riots-case-omar-abdullah/articleshow/67126934.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
"AAP, BJP, Punjab Congress leader welcome Sajjan Kumar's conviction in 1984 riots case",https://timesofindia.indiatimes.com/india/aap-bjp-punjab-congress-leader-welcome-sajjan-kumars-conviction-in-1984-riots-case/articleshow/67124519.cms,17 Dec 2018,2018-12-17 00:00:00,timesofindia,en,
1984 anti-Sikh riots: Verdict in case involving Congress' Sajjan Kumar on Monday,https://timesofindia.indiatimes.com/india/1984-anti-sikh-riots-verdict-in-case-involving-congress-sajjan-kumar-on-monday/articleshow/67110329.cms,15 Dec 2018,2018-12-15 00:00:00,timesofindia,en,
1984 anti-Sikh riots: HC to pronounce verdict on Monday,https://timesofindia.indiatimes.com/india/1984-anti-sikh-riots-hc-to-pronounce-verdict-on-monday/articleshow/67107078.cms,15 Dec 2018,2018-12-15 00:00:00,timesofindia,en,
"
Anti-Sikh riots: Sajjan verdict on Monday
",https://timesofindia.indiatimes.com/city/delhi/anti-sikh-riots-sajjan-verdict-on-monday/articleshow/67110477.cms,14 Dec 2018,2018-12-14 00:00:00,timesofindia,en,
"
Abhimanyu Mukherjee promises a laugh riot in his next
",https://timesofindia.indiatimes.com/entertainment/bengali/movies/news/abhimanyu-mukherjee-promises-a-laugh-riot-in-his-next/articleshow/67088428.cms,14 Dec 2018,2018-12-14 00:00:00,timesofindia,en,
"
Cong protecting perpetrators of anti-Sikh riots: Akali leader on Nath as possible MP CM
",https://timesofindia.indiatimes.com/india/cong-protecting-perpetrators-of-anti-sikh-riots-akali-leader-on-nath-as-possible-mp-cm/articleshow/67074111.cms,13 Dec 2018,2018-12-13 00:00:00,timesofindia,en,
1984 anti-Sikh riots: HC seeks police response on convict's plea challenging death sentence,https://timesofindia.indiatimes.com/india/1984-anti-sikh-riots-hc-seeks-police-response-on-convicts-plea-challenging-death-sentence/articleshow/67040545.cms,11 Dec 2018,2018-12-11 00:00:00,timesofindia,en,
"
Denied certificate, director of film on Coimbatore riots to move HC
",https://timesofindia.indiatimes.com/city/coimbatore/denied-certificate-director-of-film-on-coimbatore-riots-to-move-hc/articleshow/67006629.cms,08 Dec 2018,2018-12-08 00:00:00,timesofindia,en,
"
Kudiye Lahore Diye: Binnu Dhillon and Mandy Takhar are ready to present another laugh riot
",https://timesofindia.indiatimes.com/entertainment/punjabi/movies/news/kudiye-lahore-diye-binnu-dhillon-and-mandy-takhar-are-ready-to-present-another-laugh-riot/articleshow/66983968.cms,07 Dec 2018,2018-12-07 00:00:00,timesofindia,en,
"
Bulandshahr violence: Did inspector’s death avert full-fledged communal riots?
",https://timesofindia.indiatimes.com/city/lucknow/bulandshahr-violence-did-inspectors-death-avert-full-fledged-communal-riots/articleshow/66966495.cms,06 Dec 2018,2018-12-06 00:00:00,timesofindia,en,
"
Did inspector’s death avert full-fledged communal riots?
",https://timesofindia.indiatimes.com/india/did-inspectors-death-avert-full-fledged-communal-riots/articleshow/66964611.cms,06 Dec 2018,2018-12-06 00:00:00,timesofindia,en,
"
Men flee village at heart of Monday mayhem as police carry out raids
",https://timesofindia.indiatimes.com/india/men-flee-village-at-heart-of-monday-mayhem-as-police-carry-out-raids/articleshow/66945583.cms,04 Dec 2018,2018-12-04 00:00:00,timesofindia,en,
"
Private buses run riot in Trichy city
",https://timesofindia.indiatimes.com/city/trichy/private-buses-run-riot-in-trichy-city/articleshow/66945008.cms,04 Dec 2018,2018-12-04 00:00:00,timesofindia,en,
"
Bulandshahr riots: ‘Tried to save boss, but I had to run for my own life’
",https://timesofindia.indiatimes.com/city/lucknow/bulandshahr-riots-tried-to-save-boss-but-i-had-to-run-for-my-own-life/articleshow/66929925.cms,04 Dec 2018,2018-12-04 00:00:00,timesofindia,en,
Cop among 2 killed in mob riots over ‘cow slaughter’ in Bulandshahr,https://timesofindia.indiatimes.com/city/meerut/mob-violence-in-bulandshahr-over-cow-slaughter-cop-among-two-killed/articleshow/66920578.cms,04 Dec 2018,2018-12-04 00:00:00,timesofindia,en,
"Kejriwal, 6 others let off in 2012 case of rioting outside PM house",https://timesofindia.indiatimes.com/city/delhi/kejriwal-6-others-let-off-in-2012-case-of-rioting-outside-pm-house/articleshow/66927813.cms,03 Dec 2018,2018-12-03 00:00:00,timesofindia,en,
"Delhi court discharges Arvind Kejriwal, 6 others in rioting case",https://timesofindia.indiatimes.com/city/delhi/delhi-court-discharges-arvind-kejriwal-6-others-in-rioting-case/articleshow/66920735.cms,03 Dec 2018,2018-12-03 00:00:00,timesofindia,en,
"
Gujarat riots: SC to hear Zakia's plea against clean chit to PM Modi in January
",https://timesofindia.indiatimes.com/india/gujarat-riots-sc-to-hear-zakias-plea-against-clean-chit-to-pm-modi-in-january/articleshow/66916932.cms,03 Dec 2018,2018-12-03 00:00:00,timesofindia,en,
