,loss,acc
0,1.4362903462515937,0.21805555621782938
1,1.297263299094306,0.4930555555555556
2,1.2279847966300117,0.5222222248713175
3,1.1929978291193644,0.5291666679912144
4,1.1660649988386367,0.5347222208976745
5,1.1652359141243829,0.5347222235467699
6,1.166650989320543,0.5319444457689921
7,1.1568884001837836,0.5333333326710595
8,1.1554288864135742,0.5347222208976745
9,1.1560746881696913,0.5319444437821707
10,1.1442058033413358,0.5305555542310079
11,1.147475987010532,0.5319444470935397
12,1.148284657796224,0.5319444451067182
13,1.1477844741609362,0.5305555548932818
14,1.1493260727988348,0.5333333359824286
15,1.145000147819519,0.5319444444444444
16,1.145912135971917,0.5305555568801033
17,1.1411195278167725,0.5305555582046508
18,1.1361890368991427,0.533333334657881
19,1.1428129646513197,0.5305555582046508
20,1.1413797749413384,0.5333333339956071
21,1.1394541475507949,0.5305555542310079
22,1.1324566841125487,0.5305555555555556
23,1.1323374112447102,0.5319444417953492
24,1.1308145337634616,0.533333330684238
25,1.1320563819673326,0.5333333333333333
26,1.1316201739841036,0.5333333333333333
27,1.1359966437021891,0.5333333359824286
28,1.1198948171403673,0.5361111111111111
29,1.1339097791247899,0.533333334657881
30,1.1275259335835774,0.5375000026490954
31,1.1242925842603049,0.5347222195731269
32,1.130039734310574,0.5347222248713176
33,1.129504124323527,0.533333334657881
34,1.1274593353271485,0.5347222195731269
35,1.1245179441240098,0.533333334657881
36,1.1186767763561674,0.5319444444444444
37,1.1230409410264757,0.5333333333333333
38,1.1227221144570245,0.533333334657881
39,1.1202606386608547,0.5319444444444444
40,1.123831001917521,0.5333333333333333
41,1.1112453275256686,0.5347222222222222
42,1.1108227199978298,0.5347222222222222
43,1.112535630332099,0.5361111111111111
44,1.1161629994710287,0.5333333359824286
45,1.1095451143052844,0.536111111773385
46,1.1210017575158013,0.5361111104488373
47,1.1081162558661566,0.5347222235467699
48,1.1088093678156534,0.5361111097865634
49,1.1072289122475518,0.5402777777777777
50,1.1074891885121663,0.5374999993377262
51,1.102809445063273,0.5333333333333333
52,1.0915596114264594,0.5361111097865634
53,1.1051141765382555,0.5347222195731269
54,1.1029464589224922,0.5319444444444444
55,1.0982511719067891,0.5402777751286825
56,1.0980087836583456,0.5347222195731269
57,1.0955075528886584,0.5402777764532302
58,1.100085899564955,0.5347222195731269
59,1.0978493213653564,0.5375
60,1.0948776563008626,0.5361111111111111
61,1.0887514697180853,0.5416666640175714
62,1.09471968015035,0.5375
63,1.0900473674138387,0.5361111124356588
64,1.089072291056315,0.5347222208976745
65,1.0942665629916721,0.5361111111111111
66,1.0911381509568956,0.541666665342119
67,1.0952308919694689,0.5333333339956071
68,1.0867383691999648,0.5305555529064603
69,1.087085559633043,0.545833334657881
